state,state_code,year,total_consumption_mwh,prev_year_consumption,yoy_change_mwh,yoy_change_pct
Florida,FL,1993,155051164.4965681,152864207.79438895,2186956.7021791637,1.430653214204822
Florida,FL,1994,157975675.3149833,155051164.4965681,2924510.8184151947,1.8861585644394985
Florida,FL,1995,162282287.18716997,157975675.3149833,4306611.872186661,2.72612341336717
Florida,FL,1996,165803942.24866277,162282287.18716997,3521655.0614928007,2.1700797557968006
Florida,FL,1997,167927926.52665523,165803942.24866277,2123984.277992457,1.281021578369369
Florida,FL,1998,167870764.26005507,167927926.52665523,-57162.26660016179,-0.034039762047016295
Florida,FL,1999,175029708.39919174,167870764.26005507,7158944.139136672,4.264556827802652
Florida,FL,2000,176140883.66097912,175029708.39919174,1111175.2617873847,0.6348495189474451
Florida,FL,2001,177482795.73709822,176140883.66097912,1341912.076119095,0.7618402089442746
Florida,FL,2002,180557513.89107054,177482795.73709822,3074718.1539723277,1.7324034936472645
Florida,FL,2003,181863775.72843307,180557513.89107054,1306261.8373625278,0.7234602477693557
Florida,FL,2004,183318613.62120533,181863775.72843307,1454837.8927722573,0.7999602377906664
Florida,FL,2005,186882219.2383539,183318613.62120533,3563605.617148578,1.943940959815528
Florida,FL,2006,192752302.68634754,186882219.2383539,5870083.447993636,3.1410604347044893
Florida,FL,2007,189884911.79435733,192752302.68634754,-2867390.8919902146,-1.4876039621981176
Florida,FL,2008,187726613.47374246,189884911.79435733,-2158298.3206148744,-1.1366349754804537
Florida,FL,2009,190000130.72201133,187726613.47374246,2273517.2482688725,1.2110788162632424
Florida,FL,2010,198771853.40446717,190000130.72201133,8771722.682455838,4.61669297232733
Florida,FL,2011,208451477.29017344,198771853.40446717,9679623.885706276,4.869715565820013
Florida,FL,2012,210311533.95711076,208451477.29017344,1860056.6669373214,0.8923211728300885
Florida,FL,2013,211522557.12884155,210311533.95711076,1211023.1717307866,0.5758234695667014
Florida,FL,2014,211460117.53404406,211522557.12884155,-62439.59479749203,-0.029519118738461133
Florida,FL,2015,218068019.55569786,211460117.53404406,6607902.021653801,3.124892816060201
Florida,FL,2016,221178346.01263717,218068019.55569786,3110326.45693931,1.4263102234231488
Florida,FL,2017,221796781.0390592,221178346.01263717,618435.0264220238,0.27960921020120527
Florida,FL,2018,227501958.79816255,221796781.0390592,5705177.759103358,2.5722545351542574
Florida,FL,2019,230587137.44170967,227501958.79816255,3085178.6435471177,1.3561108044279553
Florida,FL,2020,231367211.103257,230587137.44170967,780073.661547333,0.33829886185413466
Florida,FL,2021,239813928.5229282,231367211.103257,8446717.419671208,3.650784127704905
Florida,FL,2022,237699546.74059355,239813928.5229282,-2114381.7823346555,-0.8816759707651856
Florida,FL,2023,244501938.27760074,237699546.74059355,6802391.537007183,2.8617604157364145
Florida,FL,2024,250676115.79089892,244501938.27760074,6174177.513298184,2.5252059581990687
Georgia,GE,1990,89577976.36520474,,,
Georgia,GE,1991,92206584.38890275,89577976.36520474,2628608.023698017,2.9344355949517316
Georgia,GE,1992,92859626.0885277,92206584.38890275,653041.6996249408,0.7082375992484281
Georgia,GE,1993,92395247.79062407,92859626.0885277,-464378.29790362716,-0.5000863318800275
Georgia,GE,1994,93429954.63098662,92395247.79062407,1034706.8403625488,1.1198701936568074
Georgia,GE,1995,97038491.18736652,93429954.63098662,3608536.5563798994,3.8622908152233077
Georgia,GE,1996,96081282.38215229,97038491.18736652,-957208.8052142262,-0.9864217729498722
Georgia,GE,1997,99746252.48308931,96081282.38215229,3664970.1009370238,3.814447528250118
Georgia,GE,1998,102672972.37742744,99746252.48308931,2926719.894338131,2.9341652658422612
Georgia,GE,1999,102718884.41383125,102672972.37742744,45912.03640380502,0.04471676950681008
Georgia,GE,2000,103480887.63003528,102718884.41383125,762003.2162040323,0.7418336175985839
Georgia,GE,2001,106109751.63518105,103480887.63003528,2628864.0051457733,2.540434340440221
Georgia,GE,2002,106908798.17852606,106109751.63518105,799046.5433450043,0.7530378038130077
Georgia,GE,2003,108892267.19390547,106908798.17852606,1983469.015379414,1.855290723657034
Georgia,GE,2004,112272518.14846852,108892267.19390547,3380250.9545630515,3.1042157920578575
Georgia,GE,2005,111469045.2186359,112272518.14846852,-803472.9298326224,-0.7156452381072584
Georgia,GE,2006,115755635.31341097,111469045.2186359,4286590.094775066,3.845543026198285
Georgia,GE,2007,117234293.65944377,115755635.31341097,1478658.3460327983,1.2773964239661402
Georgia,GE,2008,112199312.99655004,117234293.65944377,-5034980.662893727,-4.294801892627036
Georgia,GE,2009,113299283.48241682,112199312.99655004,1099970.485866785,0.9803718547729499
Georgia,GE,2010,118707031.96048982,113299283.48241682,5407748.478073001,4.772976767246936
Georgia,GE,2011,120083300.69214362,118707031.96048982,1376268.7316537946,1.1593826489671384
Georgia,GE,2012,122263459.35973077,120083300.69214362,2180158.667587146,1.8155385928110002
Georgia,GE,2013,127067157.12415235,122263459.35973077,4803697.764421582,3.9289725561321305
Georgia,GE,2014,125839776.94026513,127067157.12415235,-1227380.1838872135,-0.9659303093465672
Georgia,GE,2015,129015434.21094234,125839776.94026513,3175657.270677209,2.5235719165210067
Georgia,GE,2016,133725434.28484105,129015434.21094234,4710000.073898703,3.650726056696268
Georgia,GE,2017,131331321.4879486,133725434.28484105,-2394112.7968924493,-1.7903197022287352
Georgia,GE,2018,140354043.022202,131331321.4879486,9022721.534253389,6.8701977807185495
Georgia,GE,2019,136727474.61943945,140354043.022202,-3626568.4027625322,-2.5838717037804613
Georgia,GE,2020,139157623.23120728,136727474.61943945,2430148.6117678285,1.7773667059468368
Georgia,GE,2021,143218254.04792982,139157623.23120728,4060630.816722542,2.9180081711915236
Georgia,GE,2022,150774421.0005418,143218254.04792982,7556166.952611983,5.275980357980914
Georgia,GE,2023,148605372.70159245,150774421.0005418,-2169048.298949361,-1.4386049600161066
Georgia,GE,2024,149988073.7786245,148605372.70159245,1382701.0770320594,0.9304516060860043
Hawaii,HA,1990,5827757.9202416,,,
Hawaii,HA,1991,5793276.195366299,5827757.9202416,-34481.72487530112,-0.5916808032731672
Hawaii,HA,1992,5855357.476510357,5793276.195366299,62081.28114405833,1.0716092078211894
Hawaii,HA,1993,6081228.412873066,5855357.476510357,225870.93636270892,3.85750890989703
Hawaii,HA,1994,6186189.668234088,6081228.412873066,104961.25536102243,1.725987715554885
Hawaii,HA,1995,6324553.729841891,6186189.668234088,138364.0616078023,2.2366605136324527
Hawaii,HA,1996,6273889.277339472,6324553.729841891,-50664.45250241831,-0.8010755330192267
Hawaii,HA,1997,6357619.819078701,6273889.277339472,83730.54173922818,1.3345874948997387
Hawaii,HA,1998,6557903.37525997,6357619.819078701,200283.5561812697,3.1502914908537787
Hawaii,HA,1999,6541558.862735608,6557903.37525997,-16344.512524362653,-0.24923381131267006
Hawaii,HA,2000,6797370.609823732,6541558.862735608,255811.74708812404,3.910562489093714
Hawaii,HA,2001,6879704.180821993,6797370.609823732,82333.57099826168,1.211256171309405
Hawaii,HA,2002,6864651.494706585,6879704.180821993,-15052.686115408316,-0.21879845004628973
Hawaii,HA,2003,7057585.479471373,6864651.494706585,192933.9847647883,2.8105430394181266
Hawaii,HA,2004,7164490.920702028,7057585.479471373,106905.44123065472,1.5147594250415248
Hawaii,HA,2005,7084384.434709534,7164490.920702028,-80106.48599249404,-1.1181043688815875
Hawaii,HA,2006,7424295.920468329,7084384.434709534,339911.4857587954,4.798038402509873
Hawaii,HA,2007,7417801.264658862,7424295.920468329,-6494.655809467658,-0.08747840709800225
Hawaii,HA,2008,7397009.478664785,7417801.264658862,-20791.7859940771,-0.2802958080467433
Hawaii,HA,2009,7357841.282837273,7397009.478664785,-39168.19582751207,-0.5295139331710336
Hawaii,HA,2010,7877696.471436511,7357841.282837273,519855.1885992382,7.0653221320748
Hawaii,HA,2011,7836444.955059968,7877696.471436511,-41251.51637654286,-0.523649477053545
Hawaii,HA,2012,7833075.565283685,7836444.955059968,-3369.389776282944,-0.04299640711579732
Hawaii,HA,2013,8240734.723555327,7833075.565283685,407659.1582716424,5.204330723916341
Hawaii,HA,2014,8096316.924320467,8240734.723555327,-144417.79923486058,-1.7524869332591977
Hawaii,HA,2015,8293962.295286754,8096316.924320467,197645.37096628733,2.441176312806899
Hawaii,HA,2016,8632312.936263071,8293962.295286754,338350.6409763172,4.079481301338845
Hawaii,HA,2017,8761985.321631541,8632312.936263071,129672.3853684701,1.5021742877709585
Hawaii,HA,2018,8761617.743429236,8761985.321631541,-367.57820230536163,-0.004195147433058198
Hawaii,HA,2019,8913755.070326235,8761617.743429236,152137.32689699903,1.73640680696318
Hawaii,HA,2020,8801811.58015395,8913755.070326235,-111943.49017228559,-1.2558510895699153
Hawaii,HA,2021,9059439.215978473,8801811.58015395,257627.63582452387,2.9269842177196184
Hawaii,HA,2022,9208479.935251338,9059439.215978473,149040.71927286498,1.6451428804775938
Hawaii,HA,2023,9476048.94977093,9208479.935251338,267569.0145195909,2.9056805944192763
Hawaii,HA,2024,9648701.961219462,9476048.94977093,172653.01144853234,1.8219936638540264
Idaho,ID,1990,16180602.065186122,,,
Idaho,ID,1991,16422037.767758135,16180602.065186122,241435.70257201232,1.4921305251766916
Idaho,ID,1992,16208045.483140713,16422037.767758135,-213992.28461742215,-1.3030799687817027
Idaho,ID,1993,16720910.71568989,16208045.483140713,512865.2325491775,3.164263285679015
Idaho,ID,1994,16675086.421366358,16720910.71568989,-45824.29432353191,-0.27405381861487466
Idaho,ID,1995,17264281.395162683,16675086.421366358,589194.9737963248,3.5333848287668794
Idaho,ID,1996,17447696.005379934,17264281.395162683,183414.61021725088,1.0623935396966029
Idaho,ID,1997,18026211.302604374,17447696.005379934,578515.2972244397,3.3157116965246107
Idaho,ID,1998,17909747.15485741,18026211.302604374,-116464.14774696529,-0.6460822287717158
Idaho,ID,1999,18007334.03264004,17909747.15485741,97586.87778263167,0.5448813818466698
Idaho,ID,2000,18296692.340458717,18007334.03264004,289358.3078186773,1.606891432647316
Idaho,ID,2001,19037263.229150973,18296692.340458717,740570.8886922561,4.047567040599258
Idaho,ID,2002,19213216.03174239,19037263.229150973,175952.80259141698,0.9242547128412225
Idaho,ID,2003,19099949.035373546,19213216.03174239,-113266.99636884406,-0.589526481051971
Idaho,ID,2004,19373039.23717697,19099949.035373546,273090.20180342346,1.4297954476090702
Idaho,ID,2005,20157033.084983286,19373039.23717697,783993.8478063159,4.046829401459258
Idaho,ID,2006,19949379.892489035,20157033.084983286,-207653.19249425083,-1.0301773659782778
Idaho,ID,2007,20865896.80057721,19949379.892489035,916516.9080881737,4.594212517017851
Idaho,ID,2008,20449718.43348102,20865896.80057721,-416178.3670961894,-1.9945386056192744
Idaho,ID,2009,20241886.180432316,20449718.43348102,-207832.25304870307,-1.016308629014826
Idaho,ID,2010,21183949.05543494,20241886.180432316,942062.8750026226,4.654027132675551
Idaho,ID,2011,22290417.204080787,21183949.05543494,1106468.148645848,5.2231439272743785
Idaho,ID,2012,22081166.88183074,22290417.204080787,-209250.32225004584,-0.9387456517042562
Idaho,ID,2013,22409114.875375316,22081166.88183074,327947.9935445748,1.4851932205377398
Idaho,ID,2014,23149623.215005115,22409114.875375316,740508.3396297991,3.304496155908063
Idaho,ID,2015,23621671.245120544,23149623.215005115,472048.0301154293,2.0391175516388422
Idaho,ID,2016,24012508.29540459,23621671.245120544,390837.0502840467,1.6545698491370744
Idaho,ID,2017,24150234.707932014,24012508.29540459,137726.41252742335,0.5735611241986779
Idaho,ID,2018,24146433.629091628,24150234.707932014,-3801.0788403861225,-0.015739303929570833
Idaho,ID,2019,24220197.750442043,24146433.629091628,73764.12135041505,0.30548660925870236
Idaho,ID,2020,24771603.977608886,24220197.750442043,551406.2271668427,2.276638006214375
Idaho,ID,2021,25434280.313481838,24771603.977608886,662676.3358729519,2.6751450429772197
Idaho,ID,2022,25677556.619476464,25434280.313481838,243276.30599462613,0.9564898357500358
Idaho,ID,2023,26566875.36807998,25677556.619476464,889318.7486035153,3.4634087728151117
Idaho,ID,2024,26121427.944953505,26566875.36807998,-445447.423126474,-1.676702348149221
Illinois,IL,1990,87621597.26421766,,,
Illinois,IL,1991,87223323.18945962,87621597.26421766,-398274.0747580379,-0.45453870642995287
Illinois,IL,1992,90183403.66560107,87223323.18945962,2960080.476141453,3.39368000197814
Illinois,IL,1993,90024435.36069874,90183403.66560107,-158968.30490233004,-0.17627223906050665
Illinois,IL,1994,91607420.8987315,90024435.36069874,1582985.5380327553,1.7583954086357168
Illinois,IL,1995,92976653.77293117,91607420.8987315,1369232.8741996735,1.494674624355278
Illinois,IL,1996,96409514.76662014,92976653.77293117,3432860.993688971,3.6921752444143126
Illinois,IL,1997,98232441.13661979,96409514.76662014,1822926.3699996471,1.8908158332841218
Illinois,IL,1998,99063459.87546968,98232441.13661979,831018.7388498932,0.8459717881734491
Illinois,IL,1999,102067887.93814348,99063459.87546968,3004428.0626737922,3.032831748911846
Illinois,IL,2000,101209328.48217766,102067887.93814348,-858559.455965817,-0.8411651042354598
Illinois,IL,2001,102359264.431478,101209328.48217766,1149935.9493003339,1.1361956121493588
Illinois,IL,2002,106337950.04314375,102359264.431478,3978685.6116657555,3.886981441068476
Illinois,IL,2003,105188793.95613109,106337950.04314375,-1149156.0870126635,-1.0806641340616632
Illinois,IL,2004,109960637.27761286,105188793.95613109,4771843.321481779,4.536455968372328
Illinois,IL,2005,107441338.37549007,109960637.27761286,-2519298.9021227956,-2.291091580128288
Illinois,IL,2006,113313810.92233504,107441338.37549007,5872472.546844974,5.465747761184465
Illinois,IL,2007,110828763.09034172,113313810.92233504,-2485047.8319933265,-2.1930670337233393
Illinois,IL,2008,112886508.0481221,110828763.09034172,2057744.957780376,1.8566885530455768
Illinois,IL,2009,112939741.09696387,112886508.0481221,53233.048841774464,0.047156254332078276
Illinois,IL,2010,120376159.17536242,112939741.09696387,7436418.0783985555,6.584412188455484
Illinois,IL,2011,117776443.79671802,120376159.17536242,-2599715.378644407,-2.159659683822588
Illinois,IL,2012,121878406.58008938,117776443.79671802,4101962.783371359,3.482838037164156
Illinois,IL,2013,125757911.10333689,121878406.58008938,3879504.52324751,3.183094226538144
Illinois,IL,2014,125408039.63766137,125757911.10333689,-349871.4656755179,-0.27821030311804723
Illinois,IL,2015,127829898.18881749,125408039.63766137,2421858.5511561185,1.9311828477293322
Illinois,IL,2016,130089923.22595733,127829898.18881749,2260025.037139848,1.767994083670133
Illinois,IL,2017,130777195.26802634,130089923.22595733,687272.042069003,0.5283053637254118
Illinois,IL,2018,133659169.86955343,130777195.26802634,2881974.601527095,2.2037287125026053
Illinois,IL,2019,135430583.67422524,133659169.86955343,1771413.804671809,1.325321567087874
Illinois,IL,2020,136414378.9795408,135430583.67422524,983795.3053155541,0.7264203392064293
Illinois,IL,2021,136526681.85673523,136414378.9795408,112302.8771944344,0.08232480918399182
Illinois,IL,2022,139904223.5549471,136526681.85673523,3377541.6982118785,2.4739059444483638
Illinois,IL,2023,145838938.18215275,139904223.5549471,5934714.62720564,4.241983891840687
Illinois,IL,2024,147676686.85494742,145838938.18215275,1837748.6727946699,1.2601220879017392
Indiana,IN,1990,63224138.75213504,,,
Indiana,IN,1991,64595444.07253566,63224138.75213504,1371305.320400618,2.1689584824187267
Indiana,IN,1992,64669783.22074486,64595444.07253566,74339.14820920676,0.11508419715441492
Indiana,IN,1993,65403363.78619438,64669783.22074486,733580.5654495135,1.134348267328341
Indiana,IN,1994,67125419.76074293,65403363.78619438,1722055.974548556,2.6329776862517504
Indiana,IN,1995,67831138.19161814,67125419.76074293,705718.430875212,1.0513430432027455
Indiana,IN,1996,69486591.6835017,67831138.19161814,1655453.491883561,2.4405509564162444
Indiana,IN,1997,69106367.45548572,69486591.6835017,-380224.22801598907,-0.5471907871778178
Indiana,IN,1998,72701962.08081517,69106367.45548572,3595594.62532945,5.202986002187891
Indiana,IN,1999,73826719.11286324,72701962.08081517,1124757.0320480764,1.5470793357651087
Indiana,IN,2000,74087203.07846284,73826719.11286324,260483.9655995965,0.35283156116064074
Indiana,IN,2001,74714861.84147306,74087203.07846284,627658.7630102187,0.8471891729338062
Indiana,IN,2002,75149296.72324255,74714861.84147306,434434.8817694932,0.5814571171813975
Indiana,IN,2003,77826899.06020992,75149296.72324255,2677602.336967364,3.563043772489785
Indiana,IN,2004,78591545.52837479,77826899.06020992,764646.4681648761,0.9824963828679798
Indiana,IN,2005,78116667.84483892,78591545.52837479,-474877.6835358739,-0.6042350743241504
Indiana,IN,2006,81694177.78466778,78116667.84483892,3577509.939828858,4.579701155372848
Indiana,IN,2007,82631161.08001608,81694177.78466778,936983.2953483015,1.1469401134289314
Indiana,IN,2008,81763370.41401522,82631161.08001608,-867790.666000858,-1.0501978365770885
Indiana,IN,2009,82259112.1729366,81763370.41401522,495741.7589213848,0.6063127735698244
Indiana,IN,2010,85692051.52584845,82259112.1729366,3432939.352911845,4.173324100185569
Indiana,IN,2011,86301475.91567588,85692051.52584845,609424.3898274302,0.7111796006466263
Indiana,IN,2012,89404587.29380292,86301475.91567588,3103111.3781270385,3.595664321151414
Indiana,IN,2013,90507792.42641023,89404587.29380292,1103205.132607311,1.2339468991472877
Indiana,IN,2014,88892646.86962248,90507792.42641023,-1615145.5567877442,-1.7845375668630754
Indiana,IN,2015,90156739.41950922,88892646.86962248,1264092.5498867333,1.4220439984656537
Indiana,IN,2016,92815317.49872844,90156739.41950922,2658578.079219222,2.9488400937489168
Indiana,IN,2017,95851452.59401207,92815317.49872844,3036135.0952836275,3.2711573661591173
Indiana,IN,2018,97968515.10309613,95851452.59401207,2117062.509084061,2.208691106697235
Indiana,IN,2019,96173055.06282757,97968515.10309613,-1795460.0402685553,-1.8326908786757887
Indiana,IN,2020,97385302.48013857,96173055.06282757,1212247.4173109978,1.260485503469829
Indiana,IN,2021,100006252.70914271,97385302.48013857,2620950.2290041447,2.6913201091496113
Indiana,IN,2022,103909380.53953464,100006252.70914271,3903127.8303919286,3.9028837944200854
Indiana,IN,2023,104938834.70902109,103909380.53953464,1029454.1694864482,0.9907230359195236
Indiana,IN,2024,106496986.94290483,104938834.70902109,1558152.2338837385,1.48481945526101
Iowa,IO,1990,30670141.070399992,,,
Iowa,IO,1991,31063025.179160867,30670141.070399992,392884.1087608747,1.2809987011766646
Iowa,IO,1992,31350017.28952659,31063025.179160867,286992.1103657223,0.923902642162025
Iowa,IO,1993,31541500.774000645,31350017.28952659,191483.48447405547,0.6107922771003583
Iowa,IO,1994,33068480.79964624,31541500.774000645,1526980.025645595,4.841177458823615
Iowa,IO,1995,33495934.081824586,33068480.79964624,427453.28217834607,1.2926305407502086
Iowa,IO,1996,34249291.09907924,33495934.081824586,753357.0172546506,2.249099891987887
Iowa,IO,1997,34758830.45031516,34249291.09907924,509539.35123592615,1.4877369279319907
Iowa,IO,1998,34669708.42863747,34758830.45031516,-89122.02167769521,-0.256401094407039
Iowa,IO,1999,35489687.93708514,34669708.42863747,819979.5084476694,2.365117982274
Iowa,IO,2000,36272612.8378977,35489687.93708514,782924.9008125663,2.2060630744358978
Iowa,IO,2001,36679072.79900379,36272612.8378977,406459.9611060843,1.1205698440378524
Iowa,IO,2002,36344703.93793507,36679072.79900379,-334368.86106871814,-0.9116066343907137
Iowa,IO,2003,37192770.63544098,36344703.93793507,848066.6975059137,2.3333982826057293
Iowa,IO,2004,37264400.81568015,37192770.63544098,71630.18023917079,0.19259167578904274
Iowa,IO,2005,39090165.15879173,37264400.81568015,1825764.3431115746,4.899486649851962
Iowa,IO,2006,39134265.09571677,39090165.15879173,44099.936925038695,0.1128159391138316
Iowa,IO,2007,39123973.93289555,39134265.09571677,-10291.162821218371,-0.026297064212264295
Iowa,IO,2008,39209654.44790056,39123973.93289555,85680.51500501484,0.21899747492923877
Iowa,IO,2009,39713098.37781418,39209654.44790056,503443.92991361767,1.2839795121953033
Iowa,IO,2010,41125371.36949818,39713098.37781418,1412272.9916839972,3.556189391842987
Iowa,IO,2011,41331506.829705186,41125371.36949818,206135.46020700783,0.5012367143264125
Iowa,IO,2012,42902564.2162531,41331506.829705186,1571057.3865479156,3.801113259724632
Iowa,IO,2013,43284417.69412038,42902564.2162531,381853.4778672755,0.8900481471049579
Iowa,IO,2014,45707480.67100277,43284417.69412038,2423062.9768823907,5.598002944166977
Iowa,IO,2015,44592432.2174295,45707480.67100277,-1115048.4535732716,-2.439531641656785
Iowa,IO,2016,47696414.663972415,44592432.2174295,3103982.4465429187,6.960783012256706
Iowa,IO,2017,45998523.33223112,47696414.663972415,-1697891.3317412958,-3.5597881805229306
Iowa,IO,2018,46705332.238441065,45998523.33223112,706808.9062099457,1.5365904272728803
Iowa,IO,2019,48003127.99714683,46705332.238441065,1297795.758705765,2.778688634694279
Iowa,IO,2020,49201313.029118516,48003127.99714683,1198185.0319716856,2.4960561570964757
Iowa,IO,2021,48006768.877204604,49201313.029118516,-1194544.151913911,-2.427870474121191
Iowa,IO,2022,48518717.05479341,48006768.877204604,511948.17758880556,1.0664083202481422
Iowa,IO,2023,50704801.7009563,48518717.05479341,2186084.64616289,4.505652207773939
Iowa,IO,2024,51190619.40138932,50704801.7009563,485817.7004330233,0.9581295737990445
Kansas,KA,1990,25799397.30559388,,,
Kansas,KA,1991,25676131.82750614,25799397.30559388,-123265.47808774188,-0.47778433204335047
Kansas,KA,1992,25980502.314043507,25676131.82750614,304370.4865373671,1.1854218874639961
Kansas,KA,1993,26239809.211389646,25980502.314043507,259306.89734613895,0.9980826937513565
Kansas,KA,1994,26998494.38386445,26239809.211389646,758685.1724748053,2.8913517105356488
Kansas,KA,1995,27667388.1516702,26998494.38386445,668893.7678057477,2.4775224806814022
Kansas,KA,1996,27861148.743327625,27667388.1516702,193760.5916574262,0.7003212251017249
Kansas,KA,1997,28330450.933997445,27861148.743327625,469302.1906698197,1.684432307487721
Kansas,KA,1998,29293540.856451925,28330450.933997445,963089.9224544801,3.3994867384858374
Kansas,KA,1999,29082316.656129155,29293540.856451925,-211224.20032276958,-0.7210606643895946
Kansas,KA,2000,29715435.579938453,29082316.656129155,633118.9238092974,2.176989306922584
Kansas,KA,2001,30486319.828789726,29715435.579938453,770884.2488512732,2.5942216016907866
Kansas,KA,2002,30469846.465349246,30486319.828789726,-16473.363440480083,-0.05403526412172413
Kansas,KA,2003,31207068.51983135,30469846.465349246,737222.0544821024,2.4195135191130093
Kansas,KA,2004,31978127.73282534,31207068.51983135,771059.2129939906,2.4707838626495815
Kansas,KA,2005,32569339.79210536,31978127.73282534,591212.059280023,1.8488013564132075
Kansas,KA,2006,32015534.076118328,32569339.79210536,-553805.7159870341,-1.7003897515947615
Kansas,KA,2007,33523512.230788108,32015534.076118328,1507978.1546697803,4.71014524100862
Kansas,KA,2008,32441598.340250175,33523512.230788108,-1081913.8905379325,-3.2273285778937537
Kansas,KA,2009,32620085.70204668,32441598.340250175,178487.36179650575,0.5501805426616639
Kansas,KA,2010,34410351.06120962,32620085.70204668,1790265.3591629378,5.488230090856602
Kansas,KA,2011,35655422.0325398,34410351.06120962,1245070.9713301808,3.6183036003190754
Kansas,KA,2012,35497960.15191567,35655422.0325398,-157461.88062413037,-0.44162113823930543
Kansas,KA,2013,35794192.60713928,35497960.15191567,296232.4552236125,0.8345055714634524
Kansas,KA,2014,36776888.83637979,35794192.60713928,982696.2292405069,2.7454068877209554
Kansas,KA,2015,36744472.99627194,36776888.83637979,-32415.84010785073,-0.08814187695992626
Kansas,KA,2016,37047985.39748127,36744472.99627194,303512.40120933205,0.8260083121620119
Kansas,KA,2017,37684825.943787016,37047985.39748127,636840.5463057458,1.718961340200274
Kansas,KA,2018,38248803.263687484,37684825.943787016,563977.319900468,1.4965634198277338
Kansas,KA,2019,38860142.1769652,38248803.263687484,611338.9132777154,1.5983216757479737
Kansas,KA,2020,38633681.00671428,38860142.1769652,-226461.17025092244,-0.5827595000029617
Kansas,KA,2021,40828780.58556042,38633681.00671428,2195099.5788461417,5.681828709163509
Kansas,KA,2022,40684623.855920166,40828780.58556042,-144156.7296402529,-0.35307625545700383
Kansas,KA,2023,41568923.1849868,40684623.855920166,884299.3290666342,2.1735467733418816
Kansas,KA,2024,43128360.8339355,41568923.1849868,1559437.6489486992,3.751450673882051
Kentucky,KE,1990,46014918.86409424,,,
Kentucky,KE,1991,47067197.07459523,46014918.86409424,1052278.2105009854,2.2868196586609333
Kentucky,KE,1992,46833141.61970581,47067197.07459523,-234055.4548894167,-0.49727935682779245
Kentucky,KE,1993,47574112.87986011,46833141.61970581,740971.2601542994,1.5821515160591395
Kentucky,KE,1994,47991609.99708129,47574112.87986011,417497.1172211766,0.8775720490584674
Kentucky,KE,1995,48965684.876069866,47991609.99708129,974074.8789885789,2.029677435384684
Kentucky,KE,1996,49921091.152044095,48965684.876069866,955406.275974229,1.9511751513173419
Kentucky,KE,1997,50462186.18506606,49921091.152044095,541095.0330219641,1.083900653080593
Kentucky,KE,1998,51035828.72770259,50462186.18506606,573642.5426365286,1.1367770324748518
Kentucky,KE,1999,51868640.5704391,51035828.72770259,832811.8427365124,1.6318180060911927
Kentucky,KE,2000,53374002.77114588,51868640.5704391,1505362.20070678,2.902258829518493
Kentucky,KE,2001,53622367.941919826,53374002.77114588,248365.17077394575,0.4653298570071132
Kentucky,KE,2002,54774628.155151226,53622367.941919826,1152260.2132313997,2.148842465292564
Kentucky,KE,2003,55907379.731714875,54774628.155151226,1132751.5765636489,2.068022394154985
Kentucky,KE,2004,57170341.490936376,55907379.731714875,1262961.7592215016,2.259025132785922
Kentucky,KE,2005,56528080.54417012,57170341.490936376,-642260.9467662573,-1.1234163204501402
Kentucky,KE,2006,59153207.19296201,56528080.54417012,2625126.6487918943,4.643933817531029
Kentucky,KE,2007,59633478.12246561,59153207.19296201,480270.9295035973,0.8119102112873086
Kentucky,KE,2008,57436064.18068037,59633478.12246561,-2197413.9417852387,-3.684866304917759
Kentucky,KE,2009,60175468.5570066,57436064.18068037,2739404.3763262257,4.769484844415353
Kentucky,KE,2010,63084478.31806788,60175468.5570066,2909009.761061281,4.834212064847424
Kentucky,KE,2011,61865073.200412296,63084478.31806788,-1219405.1176555827,-1.9329717074102137
Kentucky,KE,2012,63344764.51579098,61865073.200412296,1479691.3153786808,2.391804032277165
Kentucky,KE,2013,65668508.12988679,63344764.51579098,2323743.6140958145,3.6684067449907993
Kentucky,KE,2014,66500924.47057172,65668508.12988679,832416.340684928,1.2676035506067511
Kentucky,KE,2015,65991345.16006111,66500924.47057172,-509579.3105106056,-0.7662740248612737
Kentucky,KE,2016,67048586.706510104,65991345.16006111,1057241.5464489907,1.6020912195147192
Kentucky,KE,2017,68498078.72907309,67048586.706510104,1449492.022562988,2.1618532078950583
Kentucky,KE,2018,69844379.81737015,68498078.72907309,1346301.0882970542,1.9654581752898637
Kentucky,KE,2019,71271501.22365248,69844379.81737015,1427121.4062823355,2.04328739121743
Kentucky,KE,2020,70190021.85632174,71271501.22365248,-1081479.3673307449,-1.5174078681702305
Kentucky,KE,2021,72970481.48220041,70190021.85632174,2780459.625878677,3.9613317567705697
Kentucky,KE,2022,74910458.15204789,72970481.48220041,1939976.6698474735,2.658577318447171
Kentucky,KE,2023,73893539.57612666,74910458.15204789,-1016918.5759212226,-1.3575121565231305
Kentucky,KE,2024,75661442.96218671,73893539.57612666,1767903.3860600442,2.3925006112864753
Louisiana,LO,1990,60005660.125387974,,,
Louisiana,LO,1991,61345042.12946156,60005660.125387974,1339382.0040735826,2.2320927747062638
Louisiana,LO,1992,61324861.5167864,61345042.12946156,-20180.61267516017,-0.03289689268216874
Louisiana,LO,1993,62295592.127183855,61324861.5167864,970730.6103974581,1.582931598030174
Louisiana,LO,1994,62156642.39470085,62295592.127183855,-138949.732483007,-0.223049059714088
Louisiana,LO,1995,63961315.80133802,62156642.39470085,1804673.4066371694,2.9034280764030242
