data_center_id,data_center_name,state,city,latitude,longitude,year_operational,capacity_mw,capacity_sqft,dc_type
19886-ashburn-rd,19886 Ashburn Rd,Virginia,Ashburn,39.0665229,-77.47890249999999,2012.0,,,general
equinix-dc15,Equinix DC15,Virginia,Ashburn,39.02293170869478,-77.44977402446722,2012.0,,202666.0,ai
quantum-connect,Quantum Connect,Virginia,Ashburn,39.0113413,-77.4712498,2012.0,20.0,,general
44100-digital-loudoun-plaza,44100 Digital Loudoun Plaza (IAD38),Virginia,Ashburn,39.0010894,-77.4772202,2012.0,16.9,115100.0,general
43831-devin-shafron-iad13,43831 Devin Shafron (IAD13),Virginia,Ashburn,39.00267079094796,-77.48537452075928,2001.0,,117000.0,general
44490-chillum-acc2,44490 Chillum (ACC2),Virginia,Ashburn,39.02159832022906,-77.45927247433787,2012.0,10.4,56800.0,general
ntt-ashburn-va9,NTT Ashburn VA9,Virginia,Ashburn,39.02030041155722,-77.47521852914588,2012.0,,,general
aws-iad-44862-interconnection,Amazon AWS IAD - 44862 Interconnection,Virginia,Ashburn,39.02648061346299,-77.44956776578906,2006.0,,,ai
databank-iad4-ashburn,DataBank IAD4 - Ashburn,Virginia,Ashburn,39.0158838,-77.4831897,2012.0,20.0,70000.0,general
amazon-iad-44305-import,Amazon IAD - 44305 Import,Virginia,Ashburn,38.995896,-77.471221,2006.0,,,ai
ntt-ashburn-va7,GDC - Ashburn VA7 Data Center,Virginia,Ashburn,39.0157487,-77.4717019,2012.0,36.0,125000.0,general
deft-iad1-ashburn,Summit Ashburn,Virginia,Ashburn,39.0041487,-77.4843702,2012.0,,,general
dulles-28-technology-park,Dulles 28 Technology Park,Virginia,Ashburn,39.00922061569657,-77.44271815586289,2012.0,,531060.0,general
aws-iad-44858-interconnection,Amazon AWS IAD - 44858 Interconnection,Virginia,Ashburn,39.02662230407137,-77.4510268874296,2006.0,,,ai
tuscarora-crossing-bldg-1,Tuscarora Crossing Bldg 1,Virginia,Leesburg,39.077793,-77.532388,2012.0,,,general
tech-park-at-brambleton,Tech Park at Brambleton,Virginia,Ashburn,38.95645674249057,-77.53512112011552,2012.0,,,general
edgecore-ashburn-as01,EdgeCore Ashburn AS01,Virginia,Sterling,39.0218016,-77.4146767,2026.0,72.0,,general
44520-hastings-acc3,44520 Hastings (ACC3),Virginia,Ashburn,39.01994080297338,-77.45985046059216,2012.0,13.9,85300.0,general
cloudhq-lc5,CloudHQ LC5,Virginia,Ashburn,39.009534,-77.477243,2012.0,,,general
cloudhq-lc2,CloudHQ LC2,Virginia,Ashburn,39.0117174,-77.4624862,2012.0,96.0,,general
microsoft-19525-compass-creek,Microsoft - 19525 Compass Creek,Virginia,Leesburg,39.075422,-77.5629972,2022.0,,,crypto
microsoft-compass-creek-campus,Microsoft Compass Creek Campus,Virginia,Leesburg,39.07516416519945,-77.56357256583598,2022.0,180.0,,crypto
44274-round-table-plaza-bldg-l,"44274 Round Table Plaza, Bldg L (IAD39)",Virginia,Ashburn,39.0077105,-77.4676609,2017.0,96.3,469600.0,general
ashburn-wdc1,Csquare Ashburn Campus,Virginia,Ashburn,39.021941,-77.453284,2012.0,10.0,,general
stack-loudoun-county-building-2,STACK Infrastructure Loudoun County - Building 2,Virginia,Ashburn,38.95971733663299,-77.52555493348244,2012.0,72.0,,general
amazon-aws-iad-21263-smith,Amazon AWS IAD - 21263 Smith,Virginia,Ashburn,39.02786,-77.457416,2006.0,,,ai
21744-sir-timothy-acc10,21744 Sir Timothy (ACC10),Virginia,Ashburn,39.01269813269297,-77.46556022349331,2012.0,27.0,174800.0,general
intergate-ashburn,SDC Ashburn - Building C,Virginia,Ashburn,39.0139352,-77.4767866,2012.0,,,general
amazon-aws-iad-20945-loudoun,Amazon AWS IAD - 20945 Loudoun,Virginia,Ashburn,39.035477,-77.450721,2006.0,,,ai
cloudhq-lc3,CloudHQ LC3,Virginia,Ashburn,39.0111472,-77.4605028,2012.0,80.0,,general
microsoft-41720-inclusion-ln,Microsoft - 41720 Inclusion Ln,Virginia,Leesburg,39.069618,-77.55943719999999,2012.0,,245000.0,ai
cloudhq-lc4,CloudHQ LC4,Virginia,Ashburn,39.002908,-77.472159,2012.0,180.0,,general
google-loudoun-county,Google Loudoun County Data Center 1,Virginia,Leesburg,39.0526208,-77.5395419,2017.0,,,ai
44060-digital-loudoun-plaza,43915 Devin Shafron (IAD15),Virginia,Ashburn,39.0026909,-77.48192,2012.0,,,general
cyrusone-broadlands-building-3,CyrusOne NVA - Broadlands Building 3,Virginia,Broadlands,39.03367667990798,-77.52297706639736,2012.0,,,ai
stack-infrastructure-nva06b,STACK Infrastructure NVA06B,Virginia,Leesburg,39.07945616706608,-77.56441375874996,2012.0,,,general
cyrusone-broadlands-building-4,CyrusOne NVA - Broadlands Building 4,Virginia,Broadlands,39.03234614629483,-77.52130966462684,2012.0,,,ai
43830-devin-shafron-dr,43830 Devin Shafron Drive (IAD24),Virginia,Ashburn,39.004182,-77.484108,2011.0,6.8,57700.0,general
44521-hastings-drive,44521 Hastings Drive (ACC5),Virginia,Ashburn,39.0201312,-77.4632058,2009.0,36.4,360000.0,general
lightedge-ashburn,LightEdge - Ashburn,Virginia,Ashburn,39.0152031,-77.4594652,2012.0,,,general
21745-sir-timothy-acc9,21745 Sir Timothy (ACC9),Virginia,Ashburn,39.0154045145503,-77.46719335083544,2012.0,28.8,185500.0,general
compass-loudoun-county-i-a,Compass Loudoun County I - A,Virginia,Ashburn,39.043644,-77.539284,2022.0,,,crypto
microsoft-41730-inclusion-ln,Microsoft - 41730 Inclusion Ln,Virginia,Leesburg,39.0696069,-77.5607682,2012.0,,245000.0,ai
42277-cochran-mill-rd,42277 Cochran Mill Rd,Virginia,Leesburg,39.0747062,-77.51927069999999,2012.0,,,general
equinix-ashburn1,Equinix DC1,Virginia,Ashburn,39.0155544,-77.4603448,1999.0,,19934.0,ai
cyrusone-broadlands-building-2,CyrusOne NVA - Broadlands Building 2,Virginia,Broadlands,39.03237558315019,-77.52358339431392,2012.0,,,ai
cyrusone-broadlands-campus,CyrusOne NVA - Broadlands Campus,Virginia,Broadlands,39.03273471179797,-77.52197662533504,2012.0,,,ai
43940-digital-loudoun-plaza,44060 Digital Loudoun Plaza (IAD37),Virginia,Ashburn,38.9999799,-77.4780558,2012.0,19.8,169200.0,general
44470-chilum-place-iad18,44470 Chilum Place (IAD18),Virginia,Ashburn,39.0219138,-77.46021429999999,2012.0,,95400.0,general
44751-round-table-plaza-p,"44751 Round Table Plaza, Bldg P (IAD41)",Virginia,Ashburn,39.008276,-77.458637,2012.0,,,general
cloudhq-lc12,CloudHQ LC12,Virginia,Ashburn,39.00565,-77.478954,2012.0,108.0,,general
microsoft-41700-inclusion-ln,Microsoft - 41700 Inclusion Ln (IAD4),Virginia,Leesburg,39.06691550000001,-77.5585543,2012.0,,,ai
amazon-aws-iad-21310-beaumeade-cir,Amazon AWS IAD - 21310 Beaumeade Cir,Virginia,Ashburn,39.01583,-77.45324099999999,2006.0,,,ai
att-21571-beaumeade,Csquare - Ashburn IAD4-A,Virginia,Ashburn,39.022182,-77.453577,2012.0,1.5,51400.0,general
20335-celtic-park-drive-building-1,20335 Celtic Park Drive (Building 1),Virginia,Leesburg,39.05758700148322,-77.54659641385416,2012.0,,,general
22124-broderick-drive-r,"22124 Broderick Drive, Bldg R (IAD42)",Virginia,Ashburn,39.005589,-77.449503,2021.0,48.0,208200.0,general
20335-celtic-park-drive,20335 Celtic Park Drive (Campus),Virginia,Leesburg,39.05611006832117,-77.54579963553444,2012.0,,,general
qts-ash3-dc2,QTS Ashburn 3 DC2,Virginia,Ashburn,38.99862818684682,-77.47428413099419,2012.0,42.0,195000.0,ai
microsoft-41700-inclusion-ln-bldg-2,Microsoft - 41700 Inclusion Ln (IAD6),Virginia,Leesburg,39.064862,-77.558003,2012.0,,,ai
cloudhq-lc14,CloudHQ LC14,Virginia,Ashburn,39.006188,-77.475617,2012.0,108.0,,general
lumen-ashburn,Lumen Ashburn,Virginia,Ashburn,39.02217380441355,-77.4575642871464,2012.0,,,general
cloudhq-lc13,CloudHQ LC13,Virginia,Ashburn,39.005048,-77.476645,2012.0,108.0,,general
43881-devin-shafron-drive,43940 Digital Loudoun Plaza (IAD35),Virginia,Ashburn,39.0005693,-77.4805131,2013.0,26.4,223800.0,general
equinix-dc5,Equinix DC5,Virginia,Ashburn,39.015216,-77.457658,2012.0,,57545.0,ai
aws-iad-loudoun-county-campus,Amazon AWS IAD - Loudoun County Campus,Virginia,Ashburn,39.036013,-77.450214,2006.0,,,ai
ntt-ashburn-va2,GDC - Ashburn VA2 Data Center,Virginia,Ashburn,39.0249532,-77.4575832,2012.0,14.0,70000.0,general
ntt-ashburn-va5,GDC - Ashburn VA5 Data Center,Virginia,Ashburn,39.0183108,-77.4727637,2012.0,32.0,140000.0,general
tuscarora-crossing-campus,Tuscarora Crossing Campus,Virginia,Leesburg,39.07826722402647,-77.53426945902078,2012.0,,,general
google-loudoun-county2,Google Loudoun County Data Center 2,Virginia,Leesburg,39.05056751515701,-77.53998965572775,2017.0,,,ai
ragingwire-ashburn,GDC - Ashburn VA1 Data Center,Virginia,Ashburn,39.022193,-77.455587,2000.0,12.6,64723.0,general
equinix-dc21,Equinix DC21,Virginia,Ashburn,39.01186,-77.45448,2012.0,,103668.0,ai
aligned-iad-01,Aligned IAD-01,Virginia,Ashburn,39.013328,-77.47145200000001,2019.0,60.0,,general
amazon-iad-44351-import,Amazon IAD - 44351 Import,Virginia,Ashburn,38.995102,-77.471046,2006.0,,,ai
equinix-dc10,Equinix DC10,Virginia,Ashburn,39.020867,-77.4513023,2012.0,,84829.0,ai
43790-devin-shafron-dr,43790 Devin Shafron Dr,Virginia,Ashburn,39.0050545,-77.4856124,2011.0,,,general
equinix-dc17,Equinix DC17,Virginia,Ashburn,39.0249174,-77.4534089,2027.0,,,ai
21625-gresham-drive,21625 Gresham Drive (ACC7),Virginia,Ashburn,39.0175221,-77.4656757,2014.0,41.6,259200.0,general
aws-iad-44854-interconnection,Amazon AWS IAD - 44854 Interconnection,Virginia,Ashburn,39.02703070482402,-77.45280787413792,2006.0,,,ai
ntt-ashburn-va4,GDC - Ashburn VA4 Data Center,Virginia,Ashburn,39.0198639,-77.47269,2012.0,32.0,140000.0,general
ntt-ashburn-va3,GDC - Ashburn VA3 Data Center,Virginia,Ashburn,39.0172073,-77.4704572,2012.0,16.0,112000.0,general
44372-round-table-plaza-bldg-m,"44372 Round Table Plaza, Bldg M (IAD40)",Virginia,Ashburn,39.0064492,-77.4670489,2017.0,24.0,69600.0,general
equinix-dc16,Equinix DC16,Virginia,Ashburn,39.02427666581032,-77.45240855773166,2012.0,,124744.0,ai
powerhouse-abx1,CyrusOne NVA14,Virginia,Ashburn,39.01963454166167,-77.45053166694414,2023.0,60.0,,ai
equinix-dc11,Equinix DC11,Virginia,Ashburn,39.0152031,-77.4594652,2012.0,,116835.0,ai
cloudhq-lc-campus,CloudHQ LC Campus,Virginia,Ashburn,39.00989991162159,-77.46325166095652,2012.0,1256.0,,general
43915-devin-shafron-drive,43881 Devin Shafron Drive (IAD12),Virginia,Ashburn,39.0019437,-77.4834425,2001.0,9.0,57100.0,general
cloudhq-lc1,CloudHQ LC1,Virginia,Ashburn,39.0101648,-77.4628056,2012.0,144.0,,general
amazon-aws-iad-smith-campus,Amazon AWS IAD - Smith Campus,Virginia,Ashburn,39.029116,-77.457607,2006.0,,,ai
cloudhq-lc8,CloudHQ LC8,Virginia,Ashburn,39.002512,-77.468513,2012.0,108.0,,general
stack-infrastructure-loudoun-county,STACK Infrastructure Loudoun County Campus,Virginia,Ashburn,38.95954855034142,-77.52843742136668,2012.0,144.0,,general
21362-smith-switch-acc8,21362 Smith Switch (ACC8),Virginia,Ashburn,39.02404371446382,-77.46204425516646,2012.0,,,general
tuscarora-crossing-bldg-2,Tuscarora Crossing Bldg 2,Virginia,Leesburg,39.077531,-77.533613,2012.0,,,general
stack-infrastructure-nva06,STACK Infrastructure NVA06A,Virginia,Leesburg,39.0811496914989,-77.565116117741,2012.0,72.0,,general
aws-iad-interconnection-campus,Amazon AWS IAD - Interconnection Campus,Virginia,Ashburn,39.02659947976149,-77.45141847598957,2006.0,,,ai
44540-round-table-plaza-iad73,44540 Round Table Plaza (IAD73),Virginia,Ashburn,39.00640215908274,-77.46720109997933,2012.0,16.0,69700.0,general
intergateashburn,SDC Ashburn - Building A,Virginia,Ashburn,39.01539827769066,-77.4782544161659,2012.0,,,general
amazon-aws-iad-21320-beaumeade-cir,Amazon AWS IAD - 21320 Beaumeade Cir,Virginia,Ashburn,39.01671948593827,-77.45203757714678,2006.0,,,ai
sdc-ashburn-b,SDC Ashburn - Building B,Virginia,Ashburn,39.01450756214319,-77.47988976675335,2012.0,,,general
cloudhq-lc9,CloudHQ LC9,Virginia,Ashburn,39.003981,-77.470626,2012.0,108.0,,general
remington-technology-park,Remington Technology Park,Virginia,Remington,38.540508,-77.789075,2012.0,425.0,,general
amazon-aws-iad-21271-smith,Amazon AWS IAD - 21271 Smith,Virginia,Ashburn,39.029578,-77.459637,2006.0,,,ai
google-loudoun-county-campus,Google Loudoun County Campus,Virginia,Leesburg,39.04946628823595,-77.5384608095923,2017.0,,,ai
stack-loudoun-county-building-1,STACK Infrastructure Loudoun County - Building 1,Virginia,Ashburn,38.95990121688683,-77.53103547209835,2012.0,72.0,,general
h5dc-ashburn,H5 Data Centers Ashburn,Virginia,Ashburn,39.013682,-77.451713,2012.0,60.0,255000.0,general
ashburn2,STACK Infrastructure NVA01A,Virginia,Sterling,39.004711,-77.4417784,2012.0,17.0,,general
databank-iad3,DataBank IAD3 - Ashburn Campus,Virginia,Ashburn,39.01783,-77.48177,2012.0,40.0,218920.0,general
tuscarora-crossing-bldg-3,Tuscarora Crossing Bldg 3,Virginia,Leesburg,39.077082,-77.535422,2012.0,,,general
ntt-ashburn-campus,NTT Ashburn Campus,Virginia,Ashburn,39.01910496631204,-77.47366667057929,2012.0,,,general
digital-realty-va4,8217 Linton Hall Rd (VA4),Virginia,Bristow,38.7782843,-77.59453649999999,2012.0,9.6,90000.0,general
stack-infrastructure-nva02-campus,STACK Infrastructure NVA02 Campus,Virginia,Bristow,38.7455014,-77.5359638,2012.0,420.0,,general
google-prince-william-cty-bldg-1,Google Prince William County - Building 1,Virginia,Bristow,38.792,-77.5748,2012.0,,,ai
stack-infrastructure-nva02i,STACK Infrastructure NVA02I,Virginia,Bristow,38.74372098661489,-77.54301745300927,2012.0,,,general
amazon-aws-devlin-tech-park,Amazon AWS - Devlin Tech Park,Virginia,Linton Hall,38.76705831612787,-77.57542521834912,2012.0,,,ai
stack-infrastructure-nva02h,STACK Infrastructure NVA02H,Virginia,Bristow,38.74142701441061,-77.5424761426644,2012.0,,,general
stack-infrastructure-nva02a,STACK Infrastructure NVA02A,Virginia,Bristow,38.743082,-77.533448,2012.0,40.0,,general
amazon-aws-iad-wellington-campus1,Amazon AWS IAD - Wellington Campus (Bristow),Virginia,Bristow,38.789828,-77.582873,2012.0,,,ai
amazon-aws-iad-5945-wellington,Amazon AWS IAD - 5945 Wellington,Virginia,Bristow,38.7893703,-77.5796988,2012.0,,,ai
amazon-aws-iad-5845-wellington,Amazon AWS IAD - 5845 Wellington,Virginia,Bristow,38.7892384,-77.5819079,2012.0,,,ai
google-prince-william-cty-bldg-3,Google Prince William County - Building 3,Virginia,Bristow,38.7888444,-77.5739167,2012.0,,,ai
google-prince-william-cty-bldg-4,Google Prince William County - Building 4,Virginia,Bristow,38.7861667,-77.5755806,2012.0,,,ai
google-prince-william-county-campus,Google Prince William County Campus,Virginia,Bristow,38.78880624112648,-77.57458863420699,2012.0,,,ai
microsoft-8008-devlin-rd,Microsoft - 8008 Devlin Rd,Virginia,Bristow,38.771265,-77.575318,2012.0,,250000.0,ai
hunter-trust,Hunter Trust,Virginia,Bristow,38.77307066256186,-77.59141838144379,2012.0,,,general
google-prince-william-cty-bldg-2,Google Prince William County - Building 2,Virginia,Bristow,38.7906583,-77.5722028,2012.0,,,ai
stack-infrastructure-nva02c,STACK Infrastructure NVA02C,Virginia,Bristow,38.7451377,-77.5330692,2012.0,2.0,,general
stack-infrastructure-nva02d,STACK Infrastructure NVA02D,Virginia,Bristow,38.7463851,-77.5368559,2012.0,36.0,,general
stack-infrastructure-nva02j,STACK Infrastructure NVA02J,Virginia,Bristow,38.7430032486321,-77.54460529668756,2012.0,,,general
stack-infrastructure-nva02e,STACK Infrastructure NVA02E,Virginia,Bristow,38.745617,-77.5381503,2012.0,36.0,,general
stack-infrastructure-nva02b,STACK Infrastructure NVA02B,Virginia,Bristow,38.744253,-77.533376,2012.0,40.0,,general
dbt-data-cyber-integration-center,DBT DATA Cyber Integration Center,Virginia,Harrisonburg,38.4621571,-78.8563737,2012.0,,33000.0,general
project-tallmadge-building-1,Project Tallmadge - Building 1,Virginia,Strasburg,39.01154697994925,-78.35936588189682,2012.0,,,general
project-tallmadge,Project Tallmadge,Virginia,Strasburg,39.01334611476693,-78.35493575737661,2012.0,,,general
qts-harrisonburg,QTS Harrisonburg,Virginia,Harrisonburg,38.4621271,-78.8563836,2012.0,,,ai
project-tallmadge-building-2,Project Tallmadge - Building 2,Virginia,Strasburg,39.01296356572852,-78.3535634480516,2012.0,,,general
amazon-aws-iad-24359-racefield-ln,Amazon AWS IAD - 24359 Racefield Ln,Virginia,Aldie,38.949565,-77.54987799999999,2012.0,,,ai
amazon-aws-iad-25420-sutton,Amazon AWS IAD - 25420 Sutton Bay,Virginia,South Riding,38.916168,-77.478676,2012.0,,,ai
amazon-aws-iad-25430-sutton,Amazon AWS IAD - 25430 Sutton Bay,Virginia,South Riding,38.916582,-77.479757,2012.0,,,ai
amazon-aws-iad-25410-sutton,Amazon AWS IAD - 25410 Sutton Bay,Virginia,South Riding,38.91583,-77.477432,2012.0,,,ai
amazon-aws-iad-sutton-campus,Amazon AWS IAD - Sutton Bay Campus,Virginia,South Riding,38.916092,-77.478062,2012.0,,,ai
google-botetourt-center-industrial-park,Google Botetourt County Campus,Virginia,Daleville,37.44408684520931,-79.91743417100798,2012.0,,,ai
brush-mountain-data-center,Brush Mountain Data Center,Virginia,Blacksburg,37.1991254,-80.4081322,2012.0,,,ai
level3-herndon3,Lumen Herndon 3,Virginia,Herndon,38.9658597,-77.3814333,2012.0,,,general
amazon-aws-iad-13600-eds,Amazon AWS IAD165 - 13600 EDS A,Virginia,Herndon,38.92235183694539,-77.42738605510408,2012.0,,,ai
aptum-herndon,Aptum Herndon,Virginia,Herndon,38.9504306,-77.3971521,2012.0,1.0,13009.0,general
amazon-aws-iad-501-13876-redskin-drive,Amazon AWS IAD501 - 13876 Redskin Drive,Virginia,Herndon,38.9362365,-77.4250879,2012.0,,,ai
level3-herdon2,Lumen Herdon 2,Virginia,Herndon,38.956698,-77.381837,2012.0,,,general
amazon-aws-iad-13600-eds-c,Amazon AWS IAD - 13600 EDS C,Virginia,Herndon,38.923178,-77.426237,2012.0,,,ai
amazon-aws-iad-13600-eds-b,Amazon AWS IAD166 - 13600 EDS B,Virginia,Herndon,38.921199,-77.426674,2012.0,,,ai
h5-data-centers-herndon,H5 Data Centers Herndon,Virginia,Herndon,38.9628751,-77.3767578,2012.0,,,general
h5-data-centers-herndon,H5 Data Centers Herndon,Virginia,Herndon,38.9628751,-77.3767578,2012.0,,,general
amazon-aws-iad-renaissance-park,Amazon AWS IAD - Renaissance Park,Virginia,Herndon,38.93570087225842,-77.42415901457284,2012.0,,,ai
amazon-aws-iad-renaissance-park,Amazon AWS IAD - Renaissance Park,Virginia,Herndon,38.93570087225842,-77.42415901457284,2012.0,,,ai
amazon-aws-iad-eds-campus,Amazon AWS IAD - EDS Campus,Virginia,Herndon,38.9242746,-77.4278885,2012.0,,,ai
dulles-exchange,365 Data Centers - Herndon,Virginia,Herndon,38.9343841,-77.428724,2012.0,0.83,,general
level3-herdon1,Lumen Herdon 1,Virginia,Herndon,38.9660539,-77.381806,2012.0,,,general
cogent-herndon,Cogent Data Center - Herndon,Virginia,Herndon,38.962567,-77.381386,2012.0,2.0,12900.0,general
mineral-gap-data-center,DP Facilities - Mineral Gap Data Center,Virginia,Wise,36.97797550039026,-82.5267990919378,2012.0,45.0,,general
uva-carruthers-data-center,UVA Carruthers Data Center,Virginia,Charlottesville,38.0494904,-78.5017218,2012.0,,,general
brightspeed-charlottesville,Brightspeed Charlottesville,Virginia,Charlottesville,38.031094,-78.48693399999999,1949.0,,86150.0,general
university-of-virginia-data-center,University of Virginia Data Center,Virginia,Charlottesville,38.0481029,-78.5235295,2011.0,1.5,5500.0,general
uva-fontaine-data-center,UVA Fontaine Data Center,Virginia,Charlottesville,38.02331387590584,-78.52744680879545,2029.0,16.0,,ai
12100-sunrise-valley,CoreSite Reston (VA2),Virginia,Reston,38.9514894,-77.3640298,2012.0,,,general
1780-business-center,1780 Business Center Drive (VA3),Virginia,Reston,38.9484816,-77.3272025,2012.0,13.0,146500.0,general
coresite-va3,CoreSite Reston (VA3),Virginia,Reston,38.9484501,-77.3723285,2012.0,,,general
dc1-evocative-data-center,Evocative IAD1,Virginia,Reston,38.9487656,-77.3293016,2012.0,,,general
flex-dc-reston,Flex Data Center Reston,Virginia,Reston,38.9521148,-77.3466171,2012.0,,,general
coresite-va3,CoreSite Reston (VA3),Virginia,Reston,38.9484501,-77.3723285,2012.0,,,general
experisdc,Middletown Data Center,Virginia,Middletown,39.017666,-78.290927,2012.0,6.7,33483.0,general
amazon-aws-iad-22370-kipper,Amazon AWS IAD - 22370 Kipper,Virginia,Dulles,38.996839,-77.435703,2020.0,,,ai
amazon-aws-iad-42800-fadeley,Amazon AWS IAD - 42800 Fadeley,Virginia,Dulles,38.946564,-77.522189,2012.0,,,ai
aws-iad-43649-light-speed-plz-b,Amazon AWS IAD - 43649 Light Speed Plz,Virginia,Dulles,38.9794626,-77.4932681,2012.0,,,ai
aws-iad-24185-upper-woodside,Amazon AWS IAD - 24185 Upper Woodside,Virginia,Dulles,38.947908,-77.523077,2012.0,,,ai
amazon-aws-iad-24224-quail,Amazon AWS IAD - 24224 Quail,Virginia,Aldie,38.948042,-77.560416,2012.0,,,ai
aws-iad-43765-light-speed-plz-d,Amazon AWS IAD - 43765 Light Speed Plz,Virginia,Dulles,38.9789608,-77.4947328,2012.0,,,ai
amazon-aws-iad-42090-reeds-farm-ln,Amazon AWS IAD - 42090 Reeds Farm Ln,Virginia,Stone Ridge,38.94400038508837,-77.54995173821985,2012.0,,,ai
amazon-aws-iad-24244-quail,Amazon AWS IAD - 24244 Quail,Virginia,Aldie,38.949941,-77.5604,2012.0,,,ai
yondr-loundoun-county-dc2,Yondr Loundoun County DC2,Virginia,Aldie,38.94862875797401,-77.5502904867314,2012.0,48.0,,general
amazon-aws-iad-22940-platform,Amazon AWS IAD - 22940 Platform,Virginia,Dulles,38.981531,-77.419376,2012.0,,,ai
powerhouse-arcola,PowerHouse Arcola Campus,Virginia,Arcola,38.9441303,-77.5357,2012.0,165.0,,general
powerhouse-arcola-building-b,PowerHouse Arcola - Building B,Virginia,Arcola,38.94408632072958,-77.53514802637979,2012.0,,,general
aws-iad-platform-old-ox-campus,Amazon AWS IAD - Platform & Old Ox Campus,Virginia,Dulles,38.980921,-77.418049,2012.0,,,ai
amazon-aws-iad-45775-old-ox,Amazon AWS IAD - 45775 Old Ox,Virginia,Dulles,38.979124,-77.420001,2012.0,,,ai
amazon-aws-iad-quail-campus,Amazon AWS IAD - Quail Campus,Virginia,Aldie,38.94897,-77.559564,2012.0,,,ai
aws-iad-24178-upper-woodside,Amazon AWS IAD - 24178 Upper Woodside,Virginia,Dulles,38.948337,-77.522029,2012.0,,,ai
amazon-aws-iad-kipper-campus,Amazon AWS IAD - Kipper Campus,Virginia,Dulles,38.995817,-77.435925,2012.0,,,ai
aws-iad-43855-light-speed-plz-c,Amazon AWS IAD - 43855 Light Speed Plz,Virginia,Dulles,38.9806313,-77.495694,2012.0,,,ai
aws-iad-fadeley-woodside-campus,Amazon AWS IAD - Fadeley & Woodside Campus,Virginia,Dulles,38.948433,-77.52136,2012.0,,,ai
amazon-aws-iad-24234-quail,Amazon AWS IAD - 24234 Quail,Virginia,Aldie,38.94808,-77.559119,2012.0,,,ai
amazon-aws-iad-42949-fadeley,Amazon AWS IAD - 42949 Fadeley,Virginia,Dulles,38.949261,-77.519786,2012.0,,,ai
aws-iad-43649-light-speed-plz-a,Amazon AWS IAD - 43975 Light Speed Plz,Virginia,Dulles,38.9811136,-77.4942032,2012.0,,,ai
amazon-aws-iad-22420-kipper,Amazon AWS IAD - 22420 Kipper,Virginia,Dulles,38.995047,-77.435287,2021.0,,,ai
amazon-aws-iad-24214-quail,Amazon AWS IAD - 24214 Quail,Virginia,Aldie,38.949725,-77.55887,2012.0,,,ai
amazon-aws-iad-42948-fadeley,Amazon AWS IAD - 42948 Fadeley,Virginia,Dulles,38.94858,-77.520883,2012.0,,,ai
powerhouse-arcola-building-a,PowerHouse Arcola - Building A,Virginia,Arcola,38.943328535711,-77.53654062933256,2012.0,,,general
yondr-loundoun-county-dc1,Yondr Loundoun County DC1,Virginia,Aldie,38.9501009,-77.54978899999999,2024.0,48.0,,general
old-ox-road,Old Ox Road,Virginia,Dulles,38.95945,-77.4885,2012.0,,,general
amazon-aws-iad-45795-old-ox,Amazon AWS IAD - 45795 Old Ox,Virginia,Dulles,38.97956966803642,-77.41756320820016,2012.0,,,ai
22262-cloud-plz,22262 Cloud Plz,Virginia,Dulles,39.0005746,-77.4397659,2019.0,46.0,,general
43704-efficiency-iad44,43704 Efficiency (IAD44),Virginia,Dulles,38.96116390842681,-77.49159623257039,2012.0,,553000.0,general
digital-dulles-campus,Digital Dulles Campus,Virginia,Dulles,38.95945,-77.4885,2012.0,,,general
amazon-aws-iad-22900-platform,Amazon AWS IAD - 22900 Platform,Virginia,Dulles,38.981433,-77.417378,2012.0,,,ai
amazon-aws-iad-43764-light-speed-plz,Amazon AWS IAD - 43764 Light Speed Plz,Virginia,Dulles,38.9778469,-77.49385509999999,2012.0,,,ai
aws-iad-light-speed-plz-campus,Amazon AWS IAD - Light Speed Plz Campus,Virginia,Dulles,38.97997221438741,-77.49448672599559,2012.0,,,ai
amazon-aws-iad-22890-platform,Amazon AWS IAD - 22890 Platform,Virginia,Dulles,38.982388,-77.416795,2012.0,,,ai
yondr-loundoun-county-campus,Yondr Loundoun County Campus,Virginia,Aldie,38.9491595589422,-77.5499270995697,2012.0,336.0,,general
amazon-aws-iad-41992-john-mosby,Amazon AWS IAD - 41992 John Mosby,Virginia,Aldie,38.94234942715915,-77.5505353525019,2012.0,,,ai
atlas-agro-richland-dc1,Atlas Agro Richland DC1,Washington,Richland,46.356944,-119.315008,2012.0,,,general
atlas-agro-richland-campus,Atlas Agro Richland Campus,Washington,Richland,46.35426,-119.30859,2012.0,,,general
atlas-agro-richland-dc4,Atlas Agro Richland DC4,Washington,Richland,46.357035,-119.302653,2012.0,,,general
atlas-agro-richland-dc3,Atlas Agro Richland DC3,Washington,Richland,46.353895,-119.314952,2012.0,,,general
atlas-agro-richland-dc2,Atlas Agro Richland DC2,Washington,Richland,46.356851,-119.309812,2012.0,,,general
atlas-agro-richland-dc5,Atlas Agro Richland DC5,Washington,Richland,46.353871,-119.30252,2012.0,,,general
eastgate,ISOMEDIA Bellevue,Washington,Bellevue,47.551783,-122.115801,2012.0,,4200.0,general
bellevue-eastgate,Colocation Northwest - Bellevue,Washington,Bellevue,47.5835485,-122.1346246,2012.0,1.0,6400.0,general
vivio-ww-ts-site,Vivio Technologies - WW TS Site,Washington,Walla Walla,46.0584328,-118.3661403,2002.0,,3500.0,general
