state,year,consumption_million_mwh,consumption_mwh,prev_consumption,yoy_change_mwh,yoy_change_pct
Idaho,2004,20.952787773123912,20952787.773123913,20465971.335358217,486816.43776569515,2.3786627557942603
Idaho,2005,20.75995508430598,20759955.08430598,20952787.773123913,-192832.6888179332,-0.9203199636531384
Idaho,2006,21.498416319807372,21498416.319807373,20759955.08430598,738461.2355013937,3.5571427418918278
Idaho,2007,20.797929315743016,20797929.315743014,21498416.319807373,-700487.0040643588,-3.2583190949696665
Idaho,2008,20.314984565587032,20314984.565587033,20797929.315743014,-482944.75015598163,-2.322080928462509
Idaho,2009,21.080250425450583,21080250.425450582,20314984.565587033,765265.8598635495,3.7670019260555416
Idaho,2010,22.138150678228136,22138150.678228136,21080250.425450582,1057900.252777554,5.018442529982145
Idaho,2011,22.264555485773556,22264555.485773556,22138150.678228136,126404.80754541978,0.5709817833597689
Idaho,2012,21.843697051658634,21843697.051658634,22264555.485773556,-420858.43411492184,-1.8902620103232644
Idaho,2013,22.782802207724277,22782802.207724277,21843697.051658634,939105.1560656428,4.299204268603125
Idaho,2014,22.63531317032778,22635313.17032778,22782802.207724277,-147489.03739649802,-0.6473700471599292
Idaho,2015,23.598797810844804,23598797.810844805,22635313.17032778,963484.6405170262,4.256555379936341
Idaho,2016,23.774492904003942,23774492.90400394,23598797.810844805,175695.09315913543,0.7445086591588785
Idaho,2017,23.590861681689912,23590861.68168991,23774492.90400394,-183631.22231402993,-0.7723875459951619
Idaho,2018,24.028692749018447,24028692.749018446,23590861.68168991,437831.067328535,1.8559350363550238
Idaho,2019,24.116573685629753,24116573.68562975,24028692.749018446,87880.93661130592,0.36573332361118893
Idaho,2020,23.785616040781807,23785616.040781807,24116573.68562975,-330957.6448479444,-1.3723244817531888
Idaho,2021,25.45717669854518,25457176.69854518,23785616.040781807,1671560.657763373,7.0276113719206865
Idaho,2022,25.023227745248644,25023227.74524864,25457176.69854518,-433948.95329653844,-1.7046232519623343
Idaho,2023,25.897893275408848,25897893.27540885,25023227.74524864,874665.5301602073,3.4954144967420797
Idaho,2024,25.805103221221366,25805103.221221365,25897893.27540885,-92790.05418748409,-0.35829190120106097
Illinois,1990,106.4324524479156,106432452.4479156,,,
Illinois,1991,108.40089439397904,108400894.39397904,106432452.4479156,1968441.946063444,1.8494753252319653
Illinois,1992,107.74429576229703,107744295.76229703,108400894.39397904,-656598.6316820085,-0.6057132972497672
Illinois,1993,109.40318562377469,109403185.62377469,107744295.76229703,1658889.8614776582,1.5396544659194418
Illinois,1994,109.20381932900109,109203819.3290011,109403185.62377469,-199366.29477359354,-0.18223079486843455
Illinois,1995,115.3949650318547,115394965.03185469,109203819.3290011,6191145.70285359,5.669349058389038
Illinois,1996,113.04802710448925,113048027.10448925,115394965.03185469,-2346937.927365437,-2.033830442010678
Illinois,1997,112.6967688623559,112696768.8623559,113048027.10448925,-351258.2421333492,-0.3107159418259325
Illinois,1998,115.17178904162115,115171789.04162115,112696768.8623559,2475020.179265246,2.196176699873404
Illinois,1999,115.52674952137433,115526749.52137433,115171789.04162115,354960.47975318134,0.3082008907796896
Illinois,2000,116.2608720310985,116260872.0310985,115526749.52137433,734122.50972417,0.6354567342763724
Illinois,2001,118.6638974844672,118663897.4844672,116260872.0310985,2403025.4533686936,2.0669253648174175
Illinois,2002,119.86804317339698,119868043.17339699,118663897.4844672,1204145.6889297962,1.0147531932257794
Illinois,2003,118.51882087667167,118518820.87667167,119868043.17339699,-1349222.2967253178,-1.1255896575983804
Illinois,2004,119.38511160471597,119385111.60471597,118518820.87667167,866290.7280443013,0.7309309370751723
Illinois,2005,120.88783721089536,120887837.21089536,119385111.60471597,1502725.6061793864,1.258721113529558
Illinois,2006,118.13483071575163,118134830.71575163,120887837.21089536,-2753006.4951437265,-2.2773229786061586
Illinois,2007,120.5354227573823,120535422.7573823,118134830.71575163,2400592.0416306704,2.0320781153924194
Illinois,2008,123.06818072493016,123068180.72493015,120535422.7573823,2532757.967547849,2.1012561366676983
Illinois,2009,124.55980326299743,124559803.26299743,123068180.72493015,1491622.5380672812,1.212029404579571
Illinois,2010,125.85063579150817,125850635.79150817,124559803.26299743,1290832.5285107344,1.036315484366374
Illinois,2011,128.4343206088567,128434320.6088567,125850635.79150817,2583684.817348525,2.052977167019493
Illinois,2012,128.95100622210114,128951006.22210114,128434320.6088567,516685.61324444413,0.40229559419557054
Illinois,2013,135.35369603745045,135353696.03745043,128951006.22210114,6402689.815349296,4.965211209225855
Illinois,2014,132.6037233858849,132603723.38588491,135353696.03745043,-2749972.651565522,-2.031693800814012
Illinois,2015,131.2046804302607,131204680.4302607,132603723.38588491,-1399042.9556242079,-1.0550555594528124
Illinois,2016,130.60931106356077,130609311.06356077,131204680.4302607,-595369.366699934,-0.4537714392105021
Illinois,2017,130.3500763641899,130350076.36418991,130609311.06356077,-259234.69937086105,-0.19848102502026443
Illinois,2018,135.04809478615473,135048094.78615475,130350076.36418991,4698018.421964839,3.6041547139864125
Illinois,2019,134.17457169709982,134174571.69709982,135048094.78615475,-873523.0890549272,-0.6468237041315755
Illinois,2020,128.52627397238936,128526273.97238936,134174571.69709982,-5648297.7247104645,-4.209663316430436
Illinois,2021,136.55701830106662,136557018.3010666,128526273.97238936,8030744.328677252,6.248328906198942
Illinois,2022,136.74256727499238,136742567.27499238,136557018.3010666,185548.97392576933,0.13587655635295903
Illinois,2023,143.6553051073744,143655305.1073744,136742567.27499238,6912737.832382023,5.0552932931852546
Illinois,2024,143.09812711740713,143098127.11740714,143655305.1073744,-557177.9899672568,-0.3878575800251839
Indiana,1990,68.93020968411454,68930209.68411455,,,
Indiana,1991,71.31445588096894,71314455.88096893,68930209.68411455,2384246.1968543828,3.458927816672302
Indiana,1992,70.68484044918536,70684840.44918536,71314455.88096893,-629615.4317835718,-0.8828720965556603
Indiana,1993,70.52705575254363,70527055.75254363,70684840.44918536,-157784.69664172828,-0.22322282350648887
Indiana,1994,73.95954089618824,73959540.89618824,70527055.75254363,3432485.143644616,4.866905483319882
Indiana,1995,73.76675404739201,73766754.04739201,73959540.89618824,-192786.84879623353,-0.2606652859931009
Indiana,1996,72.90116077980953,72901160.77980953,73766754.04739201,-865593.2675824761,-1.1734192167739537
Indiana,1997,74.72800847787236,74728008.47787237,72901160.77980953,1826847.6980628371,2.5059240189338587
Indiana,1998,74.84515740300058,74845157.40300058,74728008.47787237,117148.92512820661,0.15676709110064863
Indiana,1999,75.1593961716086,75159396.17160861,74845157.40300058,314238.76860803366,0.41985183746228005
Indiana,2000,78.75146565696265,78751465.65696265,75159396.17160861,3592069.485354036,4.779268685384857
Indiana,2001,80.85578788436884,80855787.88436884,78751465.65696265,2104322.227406189,2.672105477468202
Indiana,2002,77.87891873115836,77878918.73115836,80855787.88436884,-2976869.153210476,-3.6817019920301455
Indiana,2003,81.18208865736206,81182088.65736206,77878918.73115836,3303169.926203698,4.2414172924079665
Indiana,2004,80.6732101530795,80673210.1530795,81182088.65736206,-508878.5042825639,-0.6268359347470619
Indiana,2005,81.84350857403254,81843508.57403255,80673210.1530795,1170298.4209530503,1.4506654919673816
Indiana,2006,82.69388402098777,82693884.02098776,81843508.57403255,850375.4469552189,1.0390261387511281
Indiana,2007,83.34222030031978,83342220.30031978,82693884.02098776,648336.2793320119,0.7840196249186502
Indiana,2008,82.9465781166111,82946578.1166111,83342220.30031978,-395642.18370868266,-0.4747199945993815
Indiana,2009,82.83537401053229,82835374.01053229,82946578.1166111,-111204.10607880354,-0.1340671412899835
Indiana,2010,87.86786909025908,87867869.09025908,82835374.01053229,5032495.079726785,6.075297105662754
Indiana,2011,88.49625795287359,88496257.95287359,87867869.09025908,628388.8626145124,0.7151520449062249
Indiana,2012,89.30451399620365,89304513.99620365,88496257.95287359,808256.0433300585,0.9133222828025955
Indiana,2013,89.4665039677989,89466503.9677989,89304513.99620365,161989.97159525752,0.18139057517534193
Indiana,2014,90.99555183253362,90995551.83253363,89466503.9677989,1529047.8647347242,1.7090730015392848
Indiana,2015,93.94369018745464,93943690.18745464,90995551.83253363,2948138.354921013,3.2398708459361916
Indiana,2016,94.71218375874325,94712183.75874326,93943690.18745464,768493.5712886155,0.8180363894106866
Indiana,2017,93.73893686422268,93738936.86422268,94712183.75874326,-973246.8945205808,-1.0275836285220659
Indiana,2018,96.4189728004361,96418972.8004361,93738936.86422268,2680035.936213419,2.8590423850180313
Indiana,2019,98.52895410619257,98528954.10619257,96418972.8004361,2109981.3057564795,2.1883465924529495
Indiana,2020,92.28571160565262,92285711.60565262,98528954.10619257,-6243242.5005399585,-6.336454656578526
Indiana,2021,100.59647328122429,100596473.2812243,92285711.60565262,8310761.67557168,9.005469569422093
Indiana,2022,99.97691624461385,99976916.24461384,100596473.2812243,-619557.0366104543,-0.6158834563498468
Indiana,2023,103.06702799691185,103067027.99691185,99976916.24461384,3090111.7522980124,3.090825230833712
Indiana,2024,102.23464521981882,102234645.21981882,103067027.99691185,-832382.777093038,-0.8076130584826587
Iowa,1990,27.117757026271473,27117757.026271474,,,
Iowa,1991,27.68135433022639,27681354.33022639,27117757.026271474,563597.3039549179,2.0783330398930455
Iowa,1992,28.90562080849606,28905620.80849606,27681354.33022639,1224266.4782696702,4.422711633486964
Iowa,1993,29.519269106935116,29519269.106935117,28905620.80849606,613648.2984390557,2.1229376200032677
Iowa,1994,29.52795077817286,29527950.778172858,29519269.106935117,8681.671237740666,0.029410183586493457
Iowa,1995,30.764705520770768,30764705.52077077,29527950.778172858,1236754.7425979115,4.188420496528746
Iowa,1996,30.24818230461771,30248182.30461771,30764705.52077077,-516523.21615305915,-1.6789473762533786
Iowa,1997,31.548402561664986,31548402.561664987,30248182.30461771,1300220.257047277,4.298507077064212
Iowa,1998,31.56416019016419,31564160.19016419,31548402.561664987,15757.62849920243,0.04994746871383529
Iowa,1999,32.40681774477869,32406817.744778693,31564160.19016419,842657.5546145029,2.669665688989521
Iowa,2000,33.339574877410925,33339574.877410926,32406817.744778693,932757.1326322332,2.8782743803424413
Iowa,2001,33.47785273160242,33477852.73160242,33339574.877410926,138277.85419149324,0.41475590105734295
Iowa,2002,34.32689647500904,34326896.47500905,33477852.73160242,849043.7434066273,2.536135606466621
Iowa,2003,35.67805373385428,35678053.73385428,34326896.47500905,1351157.2588452324,3.936147445863372
Iowa,2004,35.47055924135844,35470559.24135844,35678053.73385428,-207494.49249584228,-0.5815745837586269
Iowa,2005,36.880813393022066,36880813.39302207,35470559.24135844,1410254.1516636312,3.975844141806719
Iowa,2006,36.45151731914083,36451517.31914083,36880813.39302207,-429296.0738812387,-1.1640092351175273
Iowa,2007,38.04727542600297,38047275.42600297,36451517.31914083,1595758.1068621427,4.37775495843133
Iowa,2008,38.07993844689022,38079938.44689022,38047275.42600297,32663.020887248218,0.08584851483195838
Iowa,2009,36.53808158541854,36538081.58541854,38079938.44689022,-1541856.8614716828,-4.049000403774544
Iowa,2010,39.34654363030139,39346543.63030139,36538081.58541854,2808462.0448828563,7.686397104120665
Iowa,2011,40.8902779113119,40890277.911311895,39346543.63030139,1543734.281010501,3.9234304682906047
Iowa,2012,41.143381998010746,41143381.99801075,40890277.911311895,253104.08669885248,0.6189835325839976
Iowa,2013,42.245806013552425,42245806.01355243,41143381.99801075,1102424.0155416802,2.679468633849744
Iowa,2014,42.3806625092061,42380662.509206094,42245806.01355243,134856.49565366656,0.3192186595052884
Iowa,2015,43.59450780459958,43594507.80459958,42380662.509206094,1213845.2953934893,2.8641489385160344
Iowa,2016,44.21814386152926,44218143.86152926,43594507.80459958,623636.0569296777,1.4305381304566052
Iowa,2017,45.909776417013006,45909776.417013004,44218143.86152926,1691632.5554837435,3.8256525664694405
Iowa,2018,46.10687051744151,46106870.5174415,45909776.417013004,197094.10042849928,0.42930747176425194
Iowa,2019,46.995135855325834,46995135.85532583,46106870.5174415,888265.3378843293,1.9265357373329264
Iowa,2020,45.413683052341014,45413683.052341014,46995135.85532583,-1581452.8029848188,-3.365141464540733
Iowa,2021,48.10238244082046,48102382.44082046,45413683.052341014,2688699.388479449,5.92046098833389
Iowa,2022,49.00895731195614,49008957.31195614,48102382.44082046,906574.8711356744,1.8846776919023045
Iowa,2023,50.514067525119735,50514067.52511974,49008957.31195614,1505110.2131635994,3.0710920936006434
Iowa,2024,50.79803354341447,50798033.543414466,50514067.52511974,283966.0182947293,0.5621523512307104
Kansas,1990,28.158701308703602,28158701.3087036,,,
Kansas,1991,29.256566637435206,29256566.637435205,28158701.3087036,1097865.328731604,3.898849299531664
Kansas,1992,29.088956067530084,29088956.067530084,29256566.637435205,-167610.56990512088,-0.5728989733561387
Kansas,1993,28.916216752971042,28916216.752971042,29088956.067530084,-172739.31455904245,-0.5938312607644898
Kansas,1994,29.93688393693987,29936883.936939873,28916216.752971042,1020667.1839688309,3.529739705191416
Kansas,1995,29.577742063776043,29577742.063776042,29936883.936939873,-359141.8731638305,-1.1996635118081755
Kansas,1996,29.196291492814677,29196291.492814675,29577742.063776042,-381450.57096136734,-1.2896541261969117
Kansas,1997,30.01755620197541,30017556.20197541,29196291.492814675,821264.709160734,2.812907623431731
Kansas,1998,29.978625290260002,29978625.290260002,30017556.20197541,-38930.911715406924,-0.12969380802839953
Kansas,1999,31.04971700383453,31049717.00383453,29978625.290260002,1071091.7135745287,3.572851333921987
Kansas,2000,31.597599563836592,31597599.563836593,31049717.00383453,547882.5600020625,1.7645331837787794
Kansas,2001,32.77182247519333,32771822.475193333,31597599.563836593,1174222.9113567397,3.716177581731987
Kansas,2002,32.510203188944836,32510203.188944835,32771822.475193333,-261619.28624849766,-0.7983055762203359
Kansas,2003,32.632173185870485,32632173.185870484,32510203.188944835,121969.9969256483,0.3751745143417758
Kansas,2004,33.54485605328187,33544856.05328187,32632173.185870484,912682.8674113862,2.7968804351852725
Kansas,2005,32.41814325803113,32418143.25803113,33544856.05328187,-1126712.79525074,-3.358824355844889
Kansas,2006,34.05252991708453,34052529.91708453,32418143.25803113,1634386.6590534002,5.041580099281301
Kansas,2007,34.73686624021752,34736866.24021752,34052529.91708453,684336.3231329918,2.0096489887808677
Kansas,2008,32.96168529159399,32961685.291593987,34736866.24021752,-1775180.9486235343,-5.1103658469003514
Kansas,2009,34.699096541702126,34699096.54170213,32961685.291593987,1737411.2501081415,5.271002482847024
Kansas,2010,35.771633715419675,35771633.71541967,34699096.54170213,1072537.1737175435,3.0909657040451903
Kansas,2011,35.79364610869774,35793646.10869774,35771633.71541967,22012.393278069794,0.061535890290023744
Kansas,2012,36.79620562945538,36796205.62945538,35793646.10869774,1002559.5207576379,2.8009427084155565
Kansas,2013,38.144039983379784,38144039.98337978,36796205.62945538,1347834.353924401,3.6629710342890873
Kansas,2014,37.43212109874501,37432121.09874501,38144039.98337978,-711918.8846347705,-1.866396126223047
Kansas,2015,37.91890780737954,37918907.80737954,37432121.09874501,486786.70863452554,1.3004518428180818
Kansas,2016,37.968155257239964,37968155.25723997,37918907.80737954,49247.449860431254,0.12987570768282264
Kansas,2017,38.19715389633376,38197153.89633376,37968155.25723997,228998.63909379393,0.6031334352230012
Kansas,2018,39.64232275310051,39642322.75310051,38197153.89633376,1445168.8567667454,3.7834464334408318
Kansas,2019,39.11567744932393,39115677.44932393,39642322.75310051,-526645.3037765771,-1.3284925483721488
Kansas,2020,38.537325208019965,38537325.208019964,39115677.44932393,-578352.2413039654,-1.4785688987574
Kansas,2021,40.290441314320034,40290441.314320035,38537325.208019964,1753116.1063000709,4.54913800279847
Kansas,2022,41.36323680526752,41363236.80526752,40290441.314320035,1072795.490947485,2.6626551011894524
Kansas,2023,41.76900241659444,41769002.41659444,41363236.80526752,405765.611326918,0.9809812835422121
Kansas,2024,42.71430406439801,42714304.064398006,41769002.41659444,945301.6478035673,2.263165489027834
Kentucky,1990,49.60842432241274,49608424.32241274,,,
Kentucky,1991,50.38595949125527,50385959.49125527,49608424.32241274,777535.1688425317,1.567345021460895
Kentucky,1992,50.44618732341383,50446187.323413834,50385959.49125527,60227.83215856552,0.11953296665714654
Kentucky,1993,51.4669230869525,51466923.0869525,50446187.323413834,1020735.7635386661,2.0234150838688
Kentucky,1994,52.73071746052147,52730717.46052147,51466923.0869525,1263794.373568967,2.4555467818307455
Kentucky,1995,53.665697928222116,53665697.92822211,52730717.46052147,934980.4677006453,1.7731229778935746
Kentucky,1996,52.95712949821646,52957129.49821646,53665697.92822211,-708568.4300056547,-1.3203376781820022
Kentucky,1997,55.05320422080447,55053204.22080447,52957129.49821646,2096074.7225880101,3.958059552035583
Kentucky,1998,56.11479324110843,56114793.24110843,55053204.22080447,1061589.0203039646,1.928296518484555
Kentucky,1999,56.00157608777784,56001576.087777846,56114793.24110843,-113217.15333058685,-0.20175990463713678
Kentucky,2000,57.909936651704434,57909936.65170444,56001576.087777846,1908360.5639265925,3.4076908138003024
Kentucky,2001,56.33859814763358,56338598.14763358,57909936.65170444,-1571338.5040708557,-2.713417756820508
Kentucky,2002,56.60723888030948,56607238.88030948,56338598.14763358,268640.7326758951,0.4768324763280944
Kentucky,2003,56.818873366428825,56818873.36642882,56607238.88030948,211634.48611934483,0.3738647040651911
Kentucky,2004,60.40264488364196,60402644.88364196,56818873.36642882,3583771.517213136,6.307361101831688
Kentucky,2005,60.37266960860292,60372669.60860292,60402644.88364196,-29975.275039039552,-0.049625765720661935
Kentucky,2006,60.45282687022754,60452826.87022754,60372669.60860292,80157.26162461936,0.13277077549208988
Kentucky,2007,61.48644625540006,61486446.25540006,60452826.87022754,1033619.3851725236,1.7097949569692854
Kentucky,2008,59.09042661081002,59090426.61081002,61486446.25540006,-2396019.6445900425,-3.8968257079577295
Kentucky,2009,63.05789794529774,63057897.94529774,59090426.61081002,3967471.3344877213,6.714237080430744
Kentucky,2010,63.58312994116386,63583129.94116386,63057897.94529774,525231.9958661199,0.832936099966026
Kentucky,2011,64.32702825212542,64327028.25212542,63583129.94116386,743898.3109615594,1.1699617676102447
Kentucky,2012,65.69984398270131,65699843.98270131,64327028.25212542,1372815.7305758893,2.1341196195092853
Kentucky,2013,66.24676858069499,66246768.58069499,65699843.98270131,546924.5979936793,0.8324595080281834
Kentucky,2014,66.78501029024098,66785010.29024097,66246768.58069499,538241.7095459849,0.8124799459317843
Kentucky,2015,66.56151930002679,66561519.30002679,66785010.29024097,-223490.99021418393,-0.33464244333109244
Kentucky,2016,68.65062951568335,68650629.51568335,66561519.30002679,2089110.2156565636,3.138615580933296
Kentucky,2017,70.93407835572626,70934078.35572626,68650629.51568335,2283448.840042904,3.3261877657236143
Kentucky,2018,71.22334652109588,71223346.52109587,70934078.35572626,289268.16536961496,0.40779858154915094
Kentucky,2019,72.3406053923624,72340605.3923624,71223346.52109587,1117258.871266529,1.5686694403437003
Kentucky,2020,68.11365233954645,68113652.33954644,72340605.3923624,-4226953.052815959,-5.843126456973546
Kentucky,2021,71.28391261623595,71283912.61623596,68113652.33954644,3170260.2766895145,4.654368350247572
Kentucky,2022,73.08813234633782,73088132.34633781,71283912.61623596,1804219.7301018536,2.531033530405451
Kentucky,2023,74.1669539810333,74166953.9810333,73088132.34633781,1078821.6346954852,1.4760558247450433
Kentucky,2024,76.22514313089081,76225143.13089082,74166953.9810333,2058189.149857521,2.7750757438196283
Louisiana,1990,63.30420403221142,63304204.03221142,,,
Louisiana,1991,67.24072607527941,67240726.07527941,63304204.03221142,3936522.0430679917,6.2184211984798825
Louisiana,1992,66.36373382485672,66363733.82485672,67240726.07527941,-876992.2504226938,-1.30425755581648
Louisiana,1993,66.88859189700423,66888591.89700423,66363733.82485672,524858.072147511,0.790880865040966
Louisiana,1994,67.09320807623334,67093208.076233335,66888591.89700423,204616.17922910303,0.3059059451336234
Louisiana,1995,67.2336080247727,67233608.0247727,67093208.076233335,140399.9485393688,0.20926104529066808
Louisiana,1996,70.63387847365074,70633878.47365074,67233608.0247727,3400270.448878035,5.057396960795531
Louisiana,1997,70.68728279507204,70687282.79507203,70633878.47365074,53404.321421295404,0.07560723349096192
Louisiana,1998,70.07429406343616,70074294.06343615,70687282.79507203,-612988.7316358835,-0.8671838941850202
Louisiana,1999,70.90963415210364,70909634.15210363,70074294.06343615,835340.0886674821,1.1920777794939668
Louisiana,2000,72.81359852917888,72813598.52917887,70909634.15210363,1903964.37707524,2.6850573971248677
Louisiana,2001,75.91451258078436,75914512.58078437,72813598.52917887,3100914.051605493,4.258701828014793
Louisiana,2002,74.65726940803572,74657269.40803571,75914512.58078437,-1257243.172748655,-1.6561302048943023
Louisiana,2003,74.13833376983983,74138333.76983984,74657269.40803571,-518935.6381958723,-0.6950905682870003
Louisiana,2004,76.47573916499572,76475739.16499572,74138333.76983984,2337405.395155877,3.152762243635363
Louisiana,2005,77.36201043595368,77362010.43595368,76475739.16499572,886271.2709579617,1.1588920625478878
Louisiana,2006,75.43183196617312,75431831.96617313,77362010.43595368,-1930178.4697805494,-2.494995229445985
Louisiana,2007,79.49049619131289,79490496.19131288,75431831.96617313,4058664.225139752,5.380572258883798
Louisiana,2008,77.82413148324018,77824131.48324019,79490496.19131288,-1666364.7080726922,-2.0963068390744315
Louisiana,2009,79.85712510924489,79857125.10924488,77824131.48324019,2032993.626004696,2.612292083776754
Louisiana,2010,84.74058495084823,84740584.95084824,79857125.10924488,4883459.841603354,6.11524624123741
Louisiana,2011,84.85329232413676,84853292.32413676,84740584.95084824,112707.37328852713,0.1330028266313011
Louisiana,2012,84.10395495823356,84103954.95823357,84853292.32413676,-749337.3659031987,-0.8830975739170555
Louisiana,2013,84.03946187584535,84039461.87584534,84103954.95823357,-64493.08238822222,-0.07668257981476591
Louisiana,2014,89.82166956172757,89821669.56172757,84039461.87584534,5782207.685882226,6.880348299260292
Louisiana,2015,87.59892040473424,87598920.40473424,89821669.56172757,-2222749.1569933295,-2.474624628821672
Louisiana,2016,88.58993758736227,88589937.58736227,87598920.40473424,991017.1826280355,1.1313120961414003
Louisiana,2017,89.60185218047266,89601852.18047266,88589937.58736227,1011914.5931103826,1.1422455198283563
Louisiana,2018,90.97942390340617,90979423.90340617,89601852.18047266,1377571.722933516,1.537436659410637
Louisiana,2019,91.59963810867983,91599638.10867983,90979423.90340617,620214.205273658,0.6817082134221317
Louisiana,2020,88.4165779136759,88416577.91367589,91599638.10867983,-3183060.1950039417,-3.4749702736023367
Louisiana,2021,93.2436074901661,93243607.4901661,88416577.91367589,4827029.5764902085,5.459416876779603
Louisiana,2022,95.09623394518269,95096233.9451827,93243607.4901661,1852626.455016598,1.9868669873288467
Louisiana,2023,95.49984101964212,95499841.01964211,95096233.9451827,403607.07445941865,0.42441961970026487
Louisiana,2024,96.3982130827478,96398213.0827478,95499841.01964211,898372.0631056875,0.940705297007681
Maine,1990,8.053325323900792,8053325.323900792,,,
Maine,1991,8.105853778001283,8105853.778001282,8053325.323900792,52528.45410049055,0.6522579429964879
Maine,1992,8.420390755637932,8420390.755637933,8105853.778001282,314536.9776366502,3.8803682653427756
Maine,1993,8.002058818036033,8002058.818036034,8420390.755637933,-418331.9376018988,-4.968082239197767
Maine,1994,8.571512543119418,8571512.543119418,8002058.818036034,569453.7250833837,7.116340157358982
Maine,1995,8.694159742805782,8694159.742805783,8571512.543119418,122647.1996863652,1.4308699785409214
Maine,1996,8.368432425957318,8368432.425957317,8694159.742805783,-325727.31684846524,-3.746507155196879
Maine,1997,8.6957668188003,8695766.8188003,8368432.425957317,327334.3928429829,3.9115377430503306
Maine,1998,8.796300927919361,8796300.927919362,8695766.8188003,100534.10911906138,1.1561270123033431
Maine,1999,8.762737111219376,8762737.111219376,8796300.927919362,-33563.816699985415,-0.38156739946736284
Maine,2000,8.95345750691217,8953457.50691217,8762737.111219376,190720.39569279365,2.1764934092180477
Maine,2001,9.01513864268953,9015138.64268953,8953457.50691217,61681.13577735983,0.6889085666597657
Maine,2002,9.521737346746216,9521737.346746216,9015138.64268953,506598.7040566858,5.6194222200619395
Maine,2003,9.520990861341385,9520990.861341385,9521737.346746216,-746.485404830426,-0.00783980252391142
Maine,2004,9.683114664316935,9683114.664316935,9520990.861341385,162123.8029755503,1.7028038923325797
Maine,2005,9.719997697548779,9719997.697548779,9683114.664316935,36883.03323184326,0.3809005109457212
Maine,2006,9.566488558998419,9566488.558998419,9719997.697548779,-153509.13855035976,-1.5793124991076097
Maine,2007,9.77058846084196,9770588.46084196,9566488.558998419,204099.90184354037,2.1334881715983465
Maine,2008,9.738224238992032,9738224.238992032,9770588.46084196,-32364.22184992768,-0.3312412755857569
Maine,2009,9.603921642151734,9603921.642151734,9738224.238992032,-134302.5968402978,-1.3791282018599214
Maine,2010,10.31603536763084,10316035.367630841,9603921.642151734,712113.7254791074,7.414822319599434
Maine,2011,10.292119479994298,10292119.479994299,10316035.367630841,-23915.88763654232,-0.23183216016866753
Maine,2012,10.394536084984017,10394536.084984018,10292119.479994299,102416.60498971865,0.995097318766993
Maine,2013,10.69156352863545,10691563.52863545,10394536.084984018,297027.4436514322,2.857534393290712
Maine,2014,10.777034704979572,10777034.704979572,10691563.52863545,85471.17634412274,0.7994263525180709
Maine,2015,10.77549933663948,10775499.33663948,10777034.704979572,-1535.3683400917798,-0.014246667864791757
Maine,2016,11.15483709760237,11154837.09760237,10775499.33663948,379337.7609628886,3.5203729229794694
Maine,2017,10.915812820777884,10915812.820777884,11154837.09760237,-239024.2768244855,-2.1427859029502243
Maine,2018,11.332633782161382,11332633.782161383,10915812.820777884,416820.9613834992,3.8185059438734097
Maine,2019,11.464733168971884,11464733.168971885,11332633.782161383,132099.38681050204,1.165654774960069
Maine,2020,10.988739109649602,10988739.109649602,11464733.168971885,-475994.0593222827,-4.151811056628089
Maine,2021,11.694933041692806,11694933.041692806,10988739.109649602,706193.9320432041,6.426523780358659
Maine,2022,11.556628220206061,11556628.220206061,11694933.041692806,-138304.82148674503,-1.1826046459067696
Maine,2023,12.084189874529912,12084189.874529911,11556628.220206061,527561.6543238498,4.565013637813842
Maine,2024,12.028561339299516,12028561.339299517,12084189.874529911,-55628.53523039445,-0.46034145282377453
Maryland,1990,41.968296697424144,41968296.69742414,,,
Maryland,1991,43.481146682637885,43481146.682637885,41968296.69742414,1512849.9852137417,3.6047447818071556
Maryland,1992,42.86355872383652,42863558.72383652,43481146.682637885,-617587.9588013664,-1.4203580308243586
Maryland,1993,42.91488197200145,42914881.972001456,42863558.72383652,51323.2481649369,0.119736320765163
Maryland,1994,43.33125364167836,43331253.641678356,42914881.972001456,416371.6696768999,0.9702267617759016
Maryland,1995,45.30775346220096,45307753.462200955,43331253.641678356,1976499.820522599,4.561372345390658
Maryland,1996,44.56569461797336,44565694.61797336,45307753.462200955,-742058.8442275971,-1.63781866793876
Maryland,1997,47.194043508324086,47194043.50832409,44565694.61797336,2628348.890350729,5.897695330189503
Maryland,1998,45.082216028532414,45082216.028532416,47194043.50832409,-2111827.479791671,-4.474775464872356
Maryland,1999,48.29228617161364,48292286.17161364,45082216.028532416,3210070.1430812255,7.120479927272387
Maryland,2000,47.80987513025957,47809875.13025957,48292286.17161364,-482411.0413540676,-0.9989401612500806
Maryland,2001,48.16096165108378,48160961.65108378,47809875.13025957,351086.52082420886,0.7343389202913877
Maryland,2002,48.410741194785345,48410741.19478534,48160961.65108378,249779.5437015593,0.5186348759212087
Maryland,2003,49.69115010370257,49691150.10370257,48410741.19478534,1280408.908917226,2.6448859846317485
Maryland,2004,49.95994334523994,49959943.345239945,49691150.10370257,268793.24153737724,0.5409277929297697
Maryland,2005,51.42522851765562,51425228.51765562,49959943.345239945,1465285.1724156737,2.932920004112219
Maryland,2006,51.28279528847543,51282795.288475424,51425228.51765562,-142433.22918019444,-0.2769715046211091
Maryland,2007,51.92622351367096,51926223.51367096,51282795.288475424,643428.2251955345,1.2546668362676587
